2012-12-07,50.5,8,
2013-12-07,55.5,8,
2014-12-07,60.0,8,
2014-12-07,50.5,8,
2014-12-07,55.5,8,
2014-12-07,60.0,8,
2014-12-07,50.5,8,
2014-12-07,55.5,8,
2014-12-07,60.0,8,
2014-12-07,60.0, 8
2015-01-12,61.0, 8
2015-01-12,62.0, 8
2015-01-12,63.0, 8
2015-01-12,64.0, 8
2015-01-12,65.0, 8
2015-01-12,66.0, 8
2015-01-12,67.0, 8
2015-01-12,68.0, 8
2015-01-12,69.0, 8
2015-01-12,70.0, 8
2015-01-12,71.0, 8
2015-01-12,72.0, 8
2015-01-12,73.0, 8
2015-01-12,74.0, 8
2015-01-12,75.0, 8
2015-01-12,76.0, 8
2015-01-12,77.0, 8
2015-01-12,78.0, 8
2015-01-12,79.0, 8
2015-01-12,80.0, 8
2015-01-12,81.0, 8
2015-01-12,82.0, 8
2015-01-12,83.0, 8
2015-01-12,84.0, 8
2015-01-12,85.0, 8
2015-01-12,86.0, 8
2015-01-12,87.0, 8
2015-01-12,88.0, 8
2015-01-12,89.0, 8
2015-01-12,90.0, 8
2015-02-29,91.0, 8
2015-02-29,92.0, 8
2015-02-29,93.0, 8
2015-02-29,94.0, 8
2015-02-29,95.0, 8
2015-02-29,96.0, 8
2015-02-29,97.0, 8
2015-02-29,98.0, 8
2015-02-29,99.0, 8
2015-02-29,100.0, 8
2015-02-29,101.0, 8
2015-02-29,102.0, 8
2015-02-29,103.0, 8
2015-02-29,104.0, 8
2015-02-29,105.0, 8
2015-02-29,106.0, 8
2015-02-29,107.0, 8
2015-02-29,108.0, 8
2015-02-29,109.0, 8
2015-08-29,110.0, 8
2015-08-29,111.0, 8
2015-08-29,112.0, 8
2015-08-29,113.0, 8
2015-08-29,114.0, 8
2015-08-29,115.0, 8
2015-08-29,116.0, 8
2015-08-29,117.0, 8
2015-08-29,118.0, 8
2015-08-29,119.0, 8
2015-08-29,120.0, 8
2015-08-29,121.0, 8
2015-08-29,122.0, 8
2015-08-29,123.0, 8
2015-08-29,124.0, 8
2015-08-29,125.0, 8
2015-08-29,126.0, 8
2015-11-20,127.0, 8
2015-11-20,128.0, 8
2015-11-20,129.0, 8
2015-11-20,130.0, 8
2015-11-20,131.0, 8
2015-11-20,132.0, 8
2015-11-20,133.0, 8
2015-11-20,134.0, 8
2015-11-20,135.0, 8
2015-11-20,136.0, 8
2015-11-20,137.0, 8
2015-11-20,138.0, 8
2015-11-20,139.0, 8
2015-11-20,140.0, 8
2015-11-20,141.0, 8
2015-11-20,142.0, 8
2016-03-12,143.0, 8
2016-03-12,144.0, 8
2016-03-12,145.0, 8
2016-03-12,146.0, 8
2016-03-12,147.0, 8
2016-03-12,148.0, 8
2016-03-12,149.0, 8
